Name;Station;Time;Max_temp;Mean_temp;Min_temp;Precipitation
흀jord Ii;SN71780;2022-03-31;3.2;-1.7;-4.4;3.9
흀jord Ii;SN71780;2022-04-01;3.6;-2.4;-9;1.7
흀jord Ii;SN71780;2022-04-02;2.5;0.9;-2.3;9.9
흀jord Ii;SN71780;2022-04-03;3.9;0.5;-0.5;10.2
흀jord Ii;SN71780;2022-04-04;3.4;-0.6;-2.1;11.1
흀jord Ii;SN71780;2022-04-05;3.8;-2.4;-6.9;1.5
흀jord Ii;SN71780;2022-04-06;4.4;-0.2;-6.8;3.1
흀jord Ii;SN71780;2022-04-07;4.4;-0.9;-7.1;0
흀jord Ii;SN71780;2022-04-08;2.8;-1.4;-8.4;0
흀jord Ii;SN71780;2022-04-09;6.3;2;-0.5;8.5
흀jord Ii;SN71780;2022-04-10;5.6;4;-1.6;0.4
흀jord Ii;SN71780;2022-04-11;4.7;3.6;2.7;4.8
흀jord Ii;SN71780;2022-04-12;7.3;3.4;1.6;28.4
흀jord Ii;SN71780;2022-04-13;10.2;3.8;-1.1;0.5
흀jord Ii;SN71780;2022-04-14;8.7;2.8;-3.3;0
흀jord Ii;SN71780;2022-04-15;11.2;4.6;-3;0
흀jord Ii;SN71780;2022-04-16;11.2;6;2;0
흀jord Ii;SN71780;2022-04-17;15;7;-0.2;0
흀jord Ii;SN71780;2022-04-18;17.4;10.4;2.6;0
흀jord Ii;SN71780;2022-04-19;16.2;8.5;1.3;0
흀jord Ii;SN71780;2022-04-20;17;8.5;-0.3;0
흀jord Ii;SN71780;2022-04-21;16.6;7.8;0.1;0
흀jord Ii;SN71780;2022-04-22;12.1;6.4;0.4;0
흀jord Ii;SN71780;2022-04-23;14.2;7.1;-0.8;0
흀jord Ii;SN71780;2022-04-24;14.3;7.5;0.4;0
흀jord Ii;SN71780;2022-04-25;9.5;4.9;1.9;0.2
흀jord Ii;SN71780;2022-04-26;5.7;1.9;0.7;2.5
흀jord Ii;SN71780;2022-04-27;4.8;1.6;-3.3;8.2
흀jord Ii;SN71780;2022-04-28;6.6;3.7;0.3;7.3
흀jord Ii;SN71780;2022-04-29;6.8;3.3;0.2;3.5
흀jord Ii;SN71780;2022-04-30;7.6;5.5;2.8;4.5
흀jord Ii;SN71780;2022-05-01;8.8;6.8;4.5;5.7
흀jord Ii;SN71780;2022-05-02;7.2;4.8;3.4;6.3
흀jord Ii;SN71780;2022-05-03;5.6;1.8;-0.4;5
흀jord Ii;SN71780;2022-05-04;8.6;3.6;-2.8;1.2
흀jord Ii;SN71780;2022-05-05;8;6.4;4.4;1.2
흀jord Ii;SN71780;2022-05-06;12;8.1;5.2;2.5
흀jord Ii;SN71780;2022-05-07;7;3.6;1.8;6.1
흀jord Ii;SN71780;2022-05-08;8;5.1;0.4;12.1
흀jord Ii;SN71780;2022-05-09;13.3;8.2;3.5;3.5
흀jord Ii;SN71780;2022-05-10;15.9;10.2;6.9;1.6
흀jord Ii;SN71780;2022-05-11;16.3;9.5;6.3;2.6
흀jord Ii;SN71780;2022-05-12;10.1;7.2;4.5;6
흀jord Ii;SN71780;2022-05-13;12.1;7.2;5.2;5.9
흀jord Ii;SN71780;2022-05-14;7.6;6.3;5;9.8
흀jord Ii;SN71780;2022-05-15;7.7;5.4;4.5;6.9
흀jord Ii;SN71780;2022-05-16;9;4.7;-0.2;0.7
흀jord Ii;SN71780;2022-05-17;16.7;7.6;-1.5;0
흀jord Ii;SN71780;2022-05-18;19.6;10.9;1;0
흀jord Ii;SN71780;2022-05-19;19.6;13.5;9.4;0
흀jord Ii;SN71780;2022-05-20;18.4;13.3;8.9;0
흀jord Ii;SN71780;2022-05-21;16.8;12.2;8.2;0
흀jord Ii;SN71780;2022-05-22;16.8;11.6;8.5;2.8
흀jord Ii;SN71780;2022-05-23;19.7;14.7;7.8;0
흀jord Ii;SN71780;2022-05-24;20.3;15.3;9.9;0
흀jord Ii;SN71780;2022-05-25;18;12;9.7;0
흀jord Ii;SN71780;2022-05-26;17.3;10.3;3.9;1.3
흀jord Ii;SN71780;2022-05-27;10.5;8.9;6.6;0
흀jord Ii;SN71780;2022-05-28;8.7;6.8;5.9;8.8
흀jord Ii;SN71780;2022-05-29;12.6;8.1;5.4;55.3
흀jord Ii;SN71780;2022-05-30;20.1;14;4.4;0.4
흀jord Ii;SN71780;2022-05-31;21.9;14.8;8.4;0
흀jord Ii;SN71780;2022-06-01;17;11.8;7.4;1.1
흀jord Ii;SN71780;2022-06-02;17.2;12.6;10;8.1
흀jord Ii;SN71780;2022-06-03;12;9.7;9.2;0
흀jord Ii;SN71780;2022-06-04;10.1;8.4;7.5;4.5
흀jord Ii;SN71780;2022-06-05;10.2;7.2;6;8.1
흀jord Ii;SN71780;2022-06-06;15.7;10.2;0.3;0.2
흀jord Ii;SN71780;2022-06-07;16.4;11.5;7;0
흀jord Ii;SN71780;2022-06-08;16.6;11;7.2;0
흀jord Ii;SN71780;2022-06-09;14.9;10.3;3.9;0
흀jord Ii;SN71780;2022-06-10;17.5;12.1;4;0
흀jord Ii;SN71780;2022-06-11;20.2;13.8;8.7;3.6
흀jord Ii;SN71780;2022-06-12;19.2;12.7;9;0.3
흀jord Ii;SN71780;2022-06-13;12;10.3;9.6;4.1
흀jord Ii;SN71780;2022-06-14;12.4;10;8.6;17.8
흀jord Ii;SN71780;2022-06-15;11.7;10.8;9.8;14.6
흀jord Ii;SN71780;2022-06-16;16.5;12.4;10;16.5
흀jord Ii;SN71780;2022-06-17;19.7;15;10.1;0.2
흀jord Ii;SN71780;2022-06-18;18.6;11.2;8.7;7.2
흀jord Ii;SN71780;2022-06-19;15.3;10.2;4.3;3.6
흀jord Ii;SN71780;2022-06-20;18.9;13;4.4;0
흀jord Ii;SN71780;2022-06-21;14.6;9.7;8.7;6.2
흀jord Ii;SN71780;2022-06-22;14.1;10.8;6.1;4.9
흀jord Ii;SN71780;2022-06-23;12.4;11.4;9.6;20.6
흀jord Ii;SN71780;2022-06-24;25.1;18;11.7;9.9
흀jord Ii;SN71780;2022-06-25;29.3;21.2;12.2;0
흀jord Ii;SN71780;2022-06-26;30;22.9;14.7;1.7
흀jord Ii;SN71780;2022-06-27;25.7;17.4;15.6;0
흀jord Ii;SN71780;2022-06-28;16.6;13;11.6;7.9
흀jord Ii;SN71780;2022-06-29;19.8;15.5;11.5;13.4
흀jord Ii;SN71780;2022-06-30;27.7;20.2;11.1;0
흀jord Ii;SN71780;2022-07-01;29.4;23.1;13.9;0
흀jord Ii;SN71780;2022-07-02;24.4;15.7;12.7;0
흀jord Ii;SN71780;2022-07-03;22;15.6;10.1;13.5
흀jord Ii;SN71780;2022-07-04;22.8;15.5;10.9;0.1
흀jord Ii;SN71780;2022-07-05;15.2;11.9;10.8;17
흀jord Ii;SN71780;2022-07-06;11.9;10.5;8.9;12.3
흀jord Ii;SN71780;2022-07-07;11.9;10.3;9.4;21.1
흀jord Ii;SN71780;2022-07-08;12.8;11;9.5;24.5
흀jord Ii;SN71780;2022-07-09;11.4;10.3;9.7;10.3
흀jord Ii;SN71780;2022-07-10;12.9;10.8;9.1;10.9
흀jord Ii;SN71780;2022-07-11;17.5;12.8;7.8;0.1
흀jord Ii;SN71780;2022-07-12;25.1;16.7;10;0.1
흀jord Ii;SN71780;2022-07-13;15.7;12.6;11.4;0.7
흀jord Ii;SN71780;2022-07-14;12.9;10.1;9.3;8.6
흀jord Ii;SN71780;2022-07-15;11.9;10.5;9.7;9.2
흀jord Ii;SN71780;2022-07-16;11.5;9.8;8.6;2.7
흀jord Ii;SN71780;2022-07-17;13;10.7;8.5;4.8
흀jord Ii;SN71780;2022-07-18;14;12.2;10.8;5.8
흀jord Ii;SN71780;2022-07-19;18.6;13.4;9.6;3.3
흀jord Ii;SN71780;2022-07-20;21.4;17;12.1;1.5
흀jord Ii;SN71780;2022-07-21;17.5;12.8;11.8;21.5
흀jord Ii;SN71780;2022-07-22;13.7;11.5;10.4;3.8
흀jord Ii;SN71780;2022-07-23;16.9;12.1;6.3;0.4
흀jord Ii;SN71780;2022-07-24;20.6;14.6;8.1;0.7
흀jord Ii;SN71780;2022-07-25;26.4;18.2;13.2;0.7
흀jord Ii;SN71780;2022-07-26;16.4;12.7;11.7;33.1
흀jord Ii;SN71780;2022-07-27;11.9;10;9.1;24.9
흀jord Ii;SN71780;2022-07-28;15.4;11.6;8.3;6.4
흀jord Ii;SN71780;2022-07-29;22.9;15.7;10;0
흀jord Ii;SN71780;2022-07-30;24.3;15.8;9.7;0
흀jord Ii;SN71780;2022-07-31;19;12.7;10.3;0.3
흀jord Ii;SN71780;2022-08-01;15;10.9;9.9;10.5
흀jord Ii;SN71780;2022-08-02;18.9;13.4;4.5;3
흀jord Ii;SN71780;2022-08-03;19.4;14.7;11.6;2.4
흀jord Ii;SN71780;2022-08-04;15.8;12.2;10.5;13.9
흀jord Ii;SN71780;2022-08-05;16;12.2;9.7;6.5
흀jord Ii;SN71780;2022-08-06;13.5;11;10;3.5
흀jord Ii;SN71780;2022-08-07;18.4;13;9.4;13.5
흀jord Ii;SN71780;2022-08-08;17.8;12.6;6;0
흀jord Ii;SN71780;2022-08-09;16.4;14.2;12.4;8.3
흀jord Ii;SN71780;2022-08-10;21.1;16.3;13.5;25.9
흀jord Ii;SN71780;2022-08-11;17.8;12.8;10.9;26.2
흀jord Ii;SN71780;2022-08-12;16.1;12.5;9.8;8.6
흀jord Ii;SN71780;2022-08-13;16.6;13.2;10.4;0.1
흀jord Ii;SN71780;2022-08-14;23.9;16.9;10.5;0
흀jord Ii;SN71780;2022-08-15;26.5;19.4;12.7;0
흀jord Ii;SN71780;2022-08-16;22.9;18.5;15;0
흀jord Ii;SN71780;2022-08-17;17.5;10.8;10.1;5.7
흀jord Ii;SN71780;2022-08-18;21.2;14.3;4.3;3.6
흀jord Ii;SN71780;2022-08-19;24.9;16.6;13;0
흀jord Ii;SN71780;2022-08-20;16.5;12.6;8.2;0
흀jord Ii;SN71780;2022-08-21;19.5;13.3;9.5;0.3
흀jord Ii;SN71780;2022-08-22;14.4;11.4;9.8;17.5
흀jord Ii;SN71780;2022-08-23;20.6;14;8.1;4.1
흀jord Ii;SN71780;2022-08-24;25.3;17.5;10.6;0
흀jord Ii;SN71780;2022-08-25;24.6;18.1;13.9;0
흀jord Ii;SN71780;2022-08-26;21;15.5;13.1;0
흀jord Ii;SN71780;2022-08-27;14.6;12;11.3;1
흀jord Ii;SN71780;2022-08-28;14.2;10.7;9.3;13.9
흀jord Ii;SN71780;2022-08-29;14;10.6;8.1;2.2
흀jord Ii;SN71780;2022-08-30;15.4;9.7;5.3;0
흀jord Ii;SN71780;2022-08-31;13.1;9;4.7;0.2
흀jord Ii;SN71780;2022-09-01;16.2;9.7;4.4;0.5
흀jord Ii;SN71780;2022-09-02;18.6;10.9;4.1;0
흀jord Ii;SN71780;2022-09-03;17.3;10;3.8;0
흀jord Ii;SN71780;2022-09-04;19.2;11.9;5.1;0
흀jord Ii;SN71780;2022-09-05;20.6;12;5.8;0
흀jord Ii;SN71780;2022-09-06;17.1;9;3.2;0
흀jord Ii;SN71780;2022-09-07;18.4;9;1.4;0
흀jord Ii;SN71780;2022-09-08;19.7;11.4;5;0
흀jord Ii;SN71780;2022-09-09;17.9;11.2;5.1;0
흀jord Ii;SN71780;2022-09-10;16.3;9.4;4.2;0
흀jord Ii;SN71780;2022-09-11;14.8;9.1;3.7;0
흀jord Ii;SN71780;2022-09-12;16.8;11.5;5.4;0
흀jord Ii;SN71780;2022-09-13;15.9;12.5;10.5;0.8
